N,P,K,temperature,humidity,ph,rainfall,label
73,40,65,30.98554188527079,78.1928717897877,5.018394103233259,165.22073142990482,0
74,58,47,23.608080514174986,76.46201368099759,6.383790395385386,247.79418892539007,0
90,65,62,22.18075363615521,74.81681145550304,5.357645418442658,204.97031768742897,0
57,36,96,28.576128923003434,77.04925810006415,5.187349535656185,205.157370458915,0
71,75,59,31.730105547524456,71.79293174000281,6.784093110354227,244.67079389958943,0
70,59,57,28.689240596630995,85.9250269521571,5.4603705364831105,224.87900698271284,0
53,64,93,28.454722959071677,65.31332038221147,6.880917168705828,293.0892865503881,0
55,64,66,31.283185625877252,72.84552444951943,6.933309638087339,294.54299656338793,0
112,50,61,30.51136671516857,69.50766015468832,5.338985493372185,233.52018936875254,0
103,32,75,22.971764937707686,78.45021680097508,6.980107700208526,171.0126022854786,0
76,71,31,25.225507642386006,85.46009384774024,5.273242662884058,256.3366495365178,0
88,58,71,30.093611554785134,84.30340184037541,6.734144637160208,286.98608288347066,0
56,65,74,23.942739535120424,62.12822750999783,5.793567654427777,157.61527965590955,0
64,57,95,26.38474123018087,80.16078405885598,5.656305334949463,173.25624250916164,0
111,51,87,30.60404618311675,67.50754081547592,5.077669468858846,195.48982720098343,0
109,66,37,29.69993553098611,66.47463082490529,6.245780951638,162.80211974906518,0
96,64,84,23.383530924178014,63.982362667289095,6.939073734228318,257.1892656269928,0
68,46,92,26.33520737580742,82.32127928997346,5.501721054693323,177.65005114970552,0
111,52,38,28.884999007653665,61.74580786525331,6.830427455252961,216.35283445966567,0
97,54,30,31.548652806631942,82.13690750087305,6.108708105022801,241.75811193515284,0
116,41,55,25.559726786512616,82.73538331393107,5.028786977259512,167.41089607603743,0
118,76,91,29.036578593800236,74.22521487261976,5.195668321302003,223.74238126752485,0
88,65,62,26.646738129396113,79.49321047928291,5.0961178483940675,292.3718597387079,0
83,60,39,28.258599157142363,75.09408775740263,6.712979682376645,248.80404474284177,0
53,45,53,31.43891604560757,88.32754791375503,6.734397867110007,245.46053961690168,0
73,41,79,27.733670416719335,63.855010597017305,6.6224083534720055,273.0959213615933,0
61,32,94,31.611905638239143,87.16051925868192,5.391582269578593,160.40419513127483,0
95,31,64,25.365542148887265,79.67167906142227,5.7707932419311305,252.24205034591847,0
83,70,36,23.181648276216563,80.90211496092452,6.257885693559768,281.6208020290579,0
85,54,50,31.675805515202477,76.43915649744262,5.846941884616237,235.27804256249374,0
98,64,65,25.720180857927833,83.29238882225991,5.681607080506035,289.6135988405347,0
86,41,84,29.508710677914973,82.63628622254046,5.206247737671865,285.38293600193504,0
111,49,42,30.955232284962005,71.6760503620249,5.021675302960597,285.80729646288955,0
58,36,57,31.50061967050805,88.51821440812668,6.146875776246572,244.77558182546989,0
118,64,41,25.28664545369916,80.17555368231115,6.50474905887536,268.73685655887726,0
106,68,82,26.944203047025816,61.72676280049933,6.099057764647471,216.22957520600656,0
67,76,38,29.61510631717472,78.54654189948783,5.202245352245581,162.6160209172496,0
62,69,71,25.966516019542517,86.7569072633033,5.293209643384051,226.99892530385893,0
87,48,37,25.7427079575612,71.11926441200673,6.625599134515005,292.0872866075788,0
94,33,65,25.762595855309158,62.50502150096006,6.554293831854873,233.76063746037076,0
68,68,96,24.536821738731387,72.1560626034425,6.142946050410021,261.14607913660024,0
110,70,68,29.460448792654233,77.5010629529148,6.924345096949084,206.23058692855562,0
74,62,67,26.363358316065558,84.06327747080202,6.955801337508541,233.40075579638767,0
96,50,65,27.538542844013207,89.07907606857297,6.046195688340298,244.40979572028937,0
63,44,60,31.958313750293705,80.90775167591444,5.768403662758439,260.5651058764529,0
61,39,45,30.902637838909165,73.6697025835714,6.240265195603073,191.6071774471699,0
85,55,37,25.533522280260527,77.50968335552616,5.1554692739299695,296.159221149925,0
113,56,92,27.360963663441204,69.28582848858983,6.627590039413898,252.7096758830819,0
78,42,75,22.76200379599163,88.2159548140615,5.833278115476959,237.17439317712393,0
74,31,39,31.327284833540133,85.98191668501225,5.090437340212379,153.9550461745878,0
82,30,47,31.872761293149445,64.51250673310585,6.18826143070427,207.13362849465324,0
108,56,78,30.38328704711138,74.06079479384911,5.829639004675331,191.01106078960595,0
104,35,98,31.997176732861305,89.89910511221716,6.110863411205255,265.34811227707655,0
86,39,46,24.410848323296317,66.15135985519575,5.502884879023597,191.2097695538863,0
53,30,61,22.4689646779122,68.06017446075921,5.044369484060603,224.72477799688394,0
103,32,79,30.521815003185402,76.55720516323457,6.121875943070773,281.49804039875175,0
106,46,76,26.20535778665075,83.5400479183293,6.2787227139484845,270.7567001279043,0
87,63,67,28.08087849541885,79.09932964866847,6.109631217084451,163.65031365769954,0
101,67,59,28.220867002278734,85.87091126240236,6.899041247315284,172.06102213935569,0
105,46,46,24.582443882989583,73.77407268714784,6.960065150570954,223.89271409893044,0
92,77,52,23.280458389577724,64.55708080536883,5.277654345298821,246.13121172048218,0
53,54,96,30.74317604854417,75.45708164592632,6.946220698540209,240.29030933114404,0
100,48,50,23.689350630721645,68.35771017095875,5.354020968553494,163.30538006355835,0
50,34,41,24.063337184057925,70.92809583144226,6.006834541709714,253.5592242944048,0
75,76,85,30.73578624106777,87.6261720159544,5.122155919709727,191.53164722208055,0
50,37,81,24.093493233367102,71.11416308374146,5.969045970382043,242.73821572954438,0
51,74,55,22.36683202890598,67.57310833032062,6.426699171769105,284.2810256530799,0
67,67,44,23.04869166532481,82.12215618281458,5.364567756951916,234.59476380282547,0
66,68,73,24.332164115498014,70.28780592834781,5.947939882861112,203.26564549189573,0
67,76,63,27.577422659504375,77.59606303982278,6.128917085045282,206.8158938926934,0
55,55,93,27.70778304668912,70.68290177693538,6.97303049758596,240.86622290353307,0
82,51,50,23.52859139184332,67.37873185153525,5.321362746519111,177.98505360769587,0
111,59,53,30.967654246264253,62.40701236984927,6.049022779140509,211.55952404844922,0
85,53,35,25.978555990457416,89.08411299826106,6.73101425178796,272.56081064239197,0
100,31,37,26.76619484126412,85.15747676107874,5.410155120298918,295.1991099756351,0
117,48,49,24.424097324150804,63.445104742176106,6.221240084883265,193.29458298603836,0
86,40,32,22.518235368224268,70.09812834581761,5.2688293538779485,159.50624557091515,0
93,31,42,28.845715478798333,62.6360433372797,5.2776495468840405,150.40663491214946,0
58,40,44,26.715761885501585,72.35522742441806,5.69773653308599,289.42937163717386,0
111,73,79,23.242972234855447,81.92602425610933,6.876680913642076,177.184959924849,0
84,30,69,29.21596550751277,61.44283931892263,6.56302896350283,274.19113307662377,0
63,59,64,23.64265797930993,84.43724160694146,6.3303944413924,228.4598137153679,0
53,54,71,25.924451074226354,84.49798318414732,5.878269817140437,206.54166441373613,0
100,67,52,26.38744675388339,77.32458812718377,5.710724903636792,208.72231653022527,0
115,43,82,31.06472110964547,78.72713987741976,5.233796081416728,290.97481854202124,0
56,37,71,23.392720726633872,83.82075567810888,6.240145511857027,230.01916379644823,0
76,65,58,23.516748797327512,69.35166203386645,5.496978279628932,261.5919438859015,0
117,51,95,29.624586857406904,86.30296910285249,5.684163497431815,273.1885957008019,0
80,76,81,25.972872905603673,83.91886097338661,5.299834854697547,184.38770928489623,0
94,31,56,28.411476328852974,80.818453334013,6.085448886695192,187.7698588360429,0
118,49,40,31.590747945640278,70.2757277153563,5.454701966059974,213.53952936307243,0
95,72,41,31.118524088429645,64.17348582429186,5.201589206031773,188.40232977804934,0
109,72,97,29.900846371240867,60.69067814362913,6.302734421976492,265.6870002779607,0
80,38,80,29.364442356247228,88.03101044307044,6.851137025813553,217.6259057106198,0
95,66,50,23.6552051036729,65.58962638482362,6.674981578004984,199.82196189824083,0
103,69,44,25.990027038701303,61.64284916466094,5.670394483291802,270.4280172897017,0
75,70,64,25.981686935909433,76.12186808813769,6.839711232825521,201.9518991548942,0
83,56,46,27.87068224136567,60.98540010730315,6.825498925758257,187.23396641357277,0
74,36,81,26.18925449504548,87.445377032043,5.724787798233266,237.08825254170654,0
71,55,57,24.126807843412262,75.45521047220439,6.951082631365512,218.84834820255196,0
69,51,92,31.96874251845947,75.06585030993728,6.190770034640088,160.06147160826413,0
100,48,91,24.05139640482007,65.72063161991,5.07309933569619,220.8100417664999,0
89,48,47,24.940446792209716,81.42177599369485,6.055295460289572,230.16838368858703,0
87,33,30,25.34362811310482,62.26510091411668,6.506492441494902,190.84527820804493,0
83,62,84,23.561525973661904,81.47916686542193,6.317847883820303,154.06439887552253,0
116,53,88,27.05507879106034,77.85146939101261,5.678542491792382,235.41652766452506,0
100,62,37,22.994413927593452,67.29516572998362,6.444533863711318,278.35447021594285,0
65,33,66,23.410818487777135,72.19176924820566,5.6479801222136,163.0387522425524,0
56,62,52,30.481280954668833,63.683306689881256,6.752888151750588,246.43883454213798,0
51,30,76,28.247612710432513,70.07597571449506,6.65021466284532,204.4588818292636,0
61,49,34,25.451921448812755,83.2150356960402,5.725515789331891,279.1602029962082,0
73,46,59,26.874311982495136,86.83656680682274,6.599710511894631,213.78202567038502,0
63,38,69,28.988458531609044,72.07650130790941,5.436046214988173,246.7581251653994,0
53,55,87,31.00572301236386,80.73665572828963,6.366367712890963,273.3875813867511,0
91,65,70,24.74055220687206,76.6253400754738,6.302840776703729,274.46127055608025,0
76,60,35,29.32184578459062,67.52191981684793,6.266196126714895,224.1410775207407,0
59,74,46,26.187705248920732,71.49415584748492,6.037835410565675,157.04489501625827,0
103,72,94,22.827986679251264,78.09456328399165,5.490698219362642,208.39434210629648,0
89,40,65,29.190459051842453,68.91365146869525,6.132809280593794,221.40756032986496,0
73,51,98,26.837549419324127,68.09733667176585,6.079685557816386,174.3020816837377,0
111,74,55,26.742373087003696,70.331511961327,5.703080322268438,211.91903259101284,0
110,72,71,26.59681512761131,62.27800231108866,5.155530688157914,150.35090859386673,0
100,59,41,25.60973896940027,62.747462199799024,6.834627150924486,170.5227946378442,0
106,78,76,22.867052118621835,88.74512379011792,6.516784827891363,245.84240780013926,0
119,37,54,31.033638126360252,79.39994757351491,6.38635042291385,157.7393709988065,0
75,76,61,29.055751725156885,87.75744952246998,5.361150690254667,235.1917845828944,0
56,43,36,24.973490073725507,87.73188586129591,6.9421164903307355,291.63997336701505,0
88,64,47,27.22434576071169,79.33639951877467,6.300334700886456,204.70458741859588,0
109,74,32,28.9628877587814,70.19624891304198,6.449533543057523,159.80345111984136,0
64,78,33,29.907231648389637,69.5625750879621,6.251782752874018,282.89666223542804,0
91,73,95,22.24400781556538,86.1029662170279,5.0425388217007745,281.2052509026299,0
62,47,61,31.325899094252527,62.10089117242413,5.018970867256996,157.9025753965843,0
111,73,86,27.807572072273278,68.15060913207012,5.796574767951271,163.75490026671451,0
54,30,78,23.104741131313947,70.6386647292233,5.574477983308164,194.4462180683985,0
111,66,54,24.772656456967738,87.31017306172603,5.090201354440646,166.42013980186726,0
117,41,88,31.499611839502254,83.59035043246656,5.178822004624519,212.63711636773925,0
105,75,40,31.037239671752705,89.67554729440077,6.486705645787248,159.74796142243412,0
69,58,92,24.30569195805019,84.91927553251874,5.240677524069992,157.04180357217194,0
106,55,70,23.864382621442545,83.3875342070026,5.70025051833346,158.67640148450946,0
96,52,78,27.18260366676392,77.91822217291023,6.050063001720536,189.0350051927291,0
84,79,91,31.963357758067243,86.92308444138612,5.92676149643124,243.4406074402678,0
117,43,40,30.774608626303802,67.96800127766119,5.259029842565608,283.31221198034655,0
74,63,71,30.09516074724878,79.65725941917066,6.101714741218279,163.0480139867115,0
87,37,34,22.48783581673173,75.97807558202287,6.9242439451841,166.4203290081681,0
77,34,69,30.829062691374613,75.4823706133085,6.81302743888916,235.69784128793611,0
89,63,69,27.65731963995791,68.01084810508264,6.757259972710316,269.6139032410392,0
89,57,88,30.672942009598025,81.25088930145104,6.674026656727344,254.62071925039254,0
91,65,92,28.989907380395877,65.67664619355017,6.7632742655407005,294.1972932277361,0
80,52,71,23.28869867473445,70.05356562777426,6.4870165125832155,174.11398440724622,0
51,43,41,22.063858717168337,68.61114399524739,6.233853836751484,297.17792670411353,0
66,69,89,22.09072404652725,84.56038261499525,5.2568974361863825,192.50144223983725,0
112,57,89,23.794973234238334,82.61096502151557,6.577613963741489,176.06302129613502,0
117,56,93,29.081720886452814,62.02051804406315,6.164340920352546,201.8824585429435,0
99,43,93,28.760522571867543,73.37874921030965,6.295147286803815,239.1593788842818,0
56,58,40,30.21512947407441,71.15500587716174,6.637571286714188,187.87631245325733,0
75,63,75,26.685394167685843,88.32910904873489,5.204387239387438,278.1314661692349,0
64,58,58,24.983744309899926,85.19841494017416,6.545645560033609,184.50805245471508,0
76,32,85,26.32334801042602,88.30847760502797,5.839454633852244,245.77889214961283,0
55,48,86,26.422987623809103,69.35855971485391,5.641485480876255,258.6634008921176,0
83,64,93,30.68122813490531,81.44772120606743,6.125500572686765,220.7298690153769,0
76,37,89,23.855255157031213,86.05869503866832,6.5531937055834835,265.6382766966078,0
95,79,32,29.967978278640274,68.82503920030433,6.823672069919822,295.12668954206663,0
69,75,44,26.815223515125503,63.51924566887183,5.250371584405101,252.8347930843457,0
58,67,77,26.915945467414367,61.92626811225402,6.163942803828798,190.34901066526464,0
60,42,50,22.72446887794559,71.77480669220054,5.959877669434247,240.00308221789555,0
81,40,74,29.570592676112234,88.57945914116151,6.815637305969281,258.6427962189618,0
100,53,70,24.420450158625275,89.59987779801439,5.284991085803027,224.8332230177034,0
69,62,69,22.097708474191837,69.79383924731975,6.035423286769423,163.179974871725,0
79,62,55,25.96923276201596,63.98147262129181,6.135081696523116,253.41974537058985,0
64,63,73,23.045678403344002,79.0929074863091,6.412951452973802,154.7379217238463,0
55,38,61,24.988358863373136,88.0560544589838,6.894700925262077,243.79569903209216,0
111,76,36,28.608201182992506,76.59004357775875,6.19495172526386,267.5748830128293,0
52,70,89,29.31589521755332,62.44889946091769,5.120704167981128,187.06548510152197,0
62,54,74,28.157420219422427,69.87052313443986,5.94036518539333,261.64185983924335,0
102,61,80,23.616725441468027,60.625834178746146,6.30652603847466,199.84719380326635,0
105,70,88,28.503256863469367,65.98627352787436,6.360456484862583,160.82976134687638,0
112,44,36,26.626229567393164,86.04817516225141,6.4543381395326165,261.4059781799972,0
69,66,33,29.353502986657524,83.0317166420034,6.009689763786035,231.49507850449325,0
100,61,65,22.293944457565072,71.86545509547045,6.212377427122343,239.65853478837965,0
85,35,68,24.768277972350518,77.77050985780087,6.824726691233382,181.59932835085,0
67,69,50,29.33113022415281,63.9470305538178,6.431649929364177,286.35487809984613,0
91,73,43,31.713950940416396,65.42930858128469,6.708770186739159,223.8416784672052,0
111,76,43,27.148173539296902,70.77700108199298,6.185901702869855,174.5285808877534,0
77,31,64,28.56736664541292,69.75570192674084,6.5469462513732015,169.63104910775246,0
94,52,76,24.34674038261551,86.51129008982258,5.884048747565715,199.63340444837579,0
59,41,30,26.494338352137376,77.6365311333116,6.8971667097028675,187.8791673113129,0
77,72,66,25.567320530400018,76.00535775899087,6.563580659690059,255.80783911683054,0
105,57,35,24.058412100367683,63.357588581931836,5.539499223033979,158.56302841339723,0
86,49,55,22.393435406685096,63.66329742030081,5.904398056566871,290.08125262918577,0
118,62,80,22.41572859050392,64.45029602886267,6.973260245917694,294.7678044654068,0
92,63,79,31.730977480703466,77.40336689086405,5.508449159794987,228.259506995432,0
72,73,67,23.39651254756313,60.89920769618034,5.615859883182382,255.70211441049702,0
57,79,30,29.308294748708764,64.68491534376521,5.469122586669657,294.5020249230598,0
96,63,94,30.381152896481105,88.3384265842207,6.366496056579292,224.5762146012641,0
66,55,37,30.64608835955037,83.05558093571373,5.226219638153146,269.32655575446046,0
117,62,30,24.15675152397717,79.76656410697971,5.787728811308317,247.6849465562238,0
111,57,95,31.994137257706665,61.44636116581668,6.954348368442634,211.0361941084306,0
97,42,60,29.384492092513266,86.35546683904043,5.808280643302066,199.0549742344858,0
68,35,42,29.978136488586344,73.06749944438799,6.635668432350043,168.03135830559125,0
103,36,44,28.30208748329144,78.29495416496084,6.126877854696918,207.06295563491966,0
82,78,64,24.272696272631514,62.19587771305331,6.206897186762756,250.23191978325244,0
115,75,38,25.797857801792297,85.90000948715476,6.038163570272436,221.87728164445963,0
75,54,41,23.489918559701948,75.79871391806878,5.4921393175959965,221.50432125617388,0
92,77,99,29.468757161358226,81.46472721297823,6.042468264970669,273.3590128225587,0
96,44,54,28.546930814313484,71.40223526811616,5.394308253145755,221.87748441653997,0
68,63,97,24.56776567720508,68.54618705885768,5.614579929852573,270.45388467489954,0
84,37,45,22.89626339154942,81.52907357725888,5.799810413608313,296.5087857993868,0
56,60,68,27.2516338366706,81.27138785167298,5.213753846189488,235.09683294433552,0
91,65,97,22.870389625876587,84.47245930512842,5.747019366076775,228.97487912306715,0
96,42,51,30.1918885942679,86.52619390045223,5.456159543897865,181.806725986234,0
59,53,71,31.00023123398011,70.60264137908155,5.473741117948964,267.07882728657927,0
99,53,48,30.511742608527708,80.14274008591843,6.619059951536883,264.9984202800609,0
104,79,98,23.680142077448636,82.10621234832547,6.725594155086457,182.51097001361634,0
71,77,66,28.41971500443266,78.21282108266342,6.09339482542814,184.79206441739632,0
106,54,31,24.745402540001255,77.91140750687075,6.351682490174752,216.40754501692908,0
88,70,53,23.28394289454125,63.12328948152499,6.448677634257482,236.75803755096138,0
88,74,65,22.856582495964304,86.82572623992354,5.383734649437486,198.50573431732812,0
119,70,97,26.424099364806693,84.95589339754267,6.339205232267924,160.48974085641512,0
81,50,37,30.80079087561458,79.52632107141582,6.065915573102671,198.65006296730633,0
52,51,99,22.52338875786508,71.35429270457607,5.725888543691984,299.3220736056386,0
79,37,51,27.6229681587791,88.7287585351614,5.3506058847153195,253.50073362309985,0
104,45,91,26.226891133961896,84.65419331703261,5.002473359518818,195.12796625298824,0
57,49,32,31.27177819479453,67.0392624556636,5.798631831618616,172.86240199956262,0
54,49,94,30.420332943764212,75.62873931816127,6.24717137600552,163.3686648174025,0
81,62,45,27.068384318204828,64.77912061856941,5.1262180661583,167.6473542710338,0
72,79,95,25.809095255109874,70.3896530576701,5.478110664394531,226.4586370127547,0
116,52,55,28.005943333606172,75.47038283089493,6.838783946428835,224.54452243587454,0
109,66,41,31.30595214643916,63.490991936564285,6.634899416982384,207.093494021487,0
79,43,35,23.412780492755058,66.35947472706715,6.63747000814854,198.3791966769623,0
84,31,31,24.23614434496311,88.71968663683762,6.146082857861699,289.90961107143823,0
115,54,83,25.137276911940962,78.19112833300127,5.2783960492350595,284.7392440939059,0
101,32,70,30.25200767415568,79.98920657505118,5.24352382225055,221.73510345721084,0
117,54,97,22.799653943593018,83.30170891415078,5.24407010424879,239.1436125842662,0
80,43,49,26.395116886329102,63.16994052785232,6.281652629380412,182.40572737643993,0
51,52,60,22.613496271106683,83.4228475820532,5.91960084753864,158.72456932582136,0
60,79,60,28.95035228858553,89.5103677579024,5.478360208431852,171.33740530307944,0
77,75,36,28.92161341694132,61.86875394390188,6.018844256299579,299.50452807794653,0
66,66,81,23.737525956622946,79.67171017684969,6.696031770498803,258.64762045149917,0
112,64,36,27.2550462196864,74.44904539604588,5.353774290287709,208.06181405034462,0
54,31,91,26.813441516353237,60.5757683046917,5.519626417490068,264.04347346832026,0
107,68,34,24.152018720172375,60.3636232393168,5.482402915199083,296.38106323650806,0
94,61,65,25.71408567650141,67.9755340996294,6.292180246925016,224.90007524679274,0
104,55,97,30.64660392140418,67.30433905214602,6.303421295821937,271.60288919793993,0
101,58,67,25.923937215284745,88.68666571946845,5.266290008356194,165.32242944863071,0
58,70,30,30.08883461636328,62.29250578314154,5.558735427869433,289.5478327256735,0
109,69,50,30.25132195928704,74.86356310382945,5.772697819696631,217.51866486296393,0
98,44,46,22.6665204056069,75.55224065835613,5.300338001634083,260.6150653082228,0
114,52,37,22.416729006023843,62.54376048137409,6.432646776125365,160.81265039980102,0
73,64,53,22.355708670355483,75.25737868342736,5.775190462965539,219.29204050064337,0
60,44,36,29.838426767676737,70.64524080770671,5.824261860525543,232.44240655783867,0
57,39,67,22.826176634592688,75.43972759720535,6.797801648012471,267.3727386845907,0
74,38,95,28.673503980464282,60.31283098192209,5.510826969370439,189.1069949879875,0
90,54,91,30.95814597371882,69.66646510333885,5.250467140865654,221.15041648593208,0
51,42,82,31.20297181219408,75.62304425502639,6.232999453790167,173.49576554607125,0
59,44,46,31.280836403260498,66.73846835531556,5.744334047675027,214.8115324416294,0
71,59,73,23.974704898599374,86.60774700627809,6.2916216253104125,192.88601838587402,0
81,59,68,30.46514338690278,87.56779600918664,5.504482040346723,263.2562893119417,0
70,37,75,29.284906771616132,83.29342339499173,6.312323675362143,176.61431542045602,0
71,72,51,27.395562204955052,81.8384153019223,5.215887429292929,252.79470241738102,0
101,56,79,24.13511366310672,75.17558078855487,6.6814060560224,259.9202317149376,0
92,66,90,29.434237860766093,78.35821516011993,5.211861425116986,172.73540573815103,0
79,68,54,29.61121537043158,64.80214904863719,5.923114948839579,151.399742974064,0
50,73,34,30.814507796750213,68.33706291746603,5.38790773453555,281.9724728912908,0
59,50,75,28.15985450260179,65.64074203846249,5.710769137371479,267.5687676728096,0
85,51,87,22.35311354940239,82.37201348193696,5.404961120330475,293.711022017907,0
69,40,45,23.488880503324445,69.16812646470645,6.753301523656401,299.4501506440871,0
53,76,33,29.220709382027373,86.58587341395224,6.186088668373568,208.7288547266744,0
103,69,50,22.290713803439537,65.00655353564613,5.3626385598510105,208.1510392125591,0
66,36,33,27.10109712498825,81.70214296836859,5.208274715840575,183.81581331955408,0
53,53,63,27.99368965662934,78.06436932157443,5.045865622536084,198.31620063437782,0
112,75,51,28.95415648328053,82.37775626441024,6.963938380892291,181.47629922846141,0
113,48,77,25.734625961441736,63.67130271975534,6.471011212975075,185.37863987155305,0
112,78,76,31.983475113929497,87.99339994030673,6.285130399070383,213.1872079941108,0
53,49,76,23.183361909233874,72.29714669088865,6.679604571271234,207.5749427899566,0
58,55,45,24.02936367574902,76.9664989476432,6.959293430067767,174.79411664552617,0
119,46,80,31.406792451153407,67.77890276597321,5.859313625477871,280.9095375726903,0
113,66,78,26.351803992553567,88.12059882647594,6.412038015328049,244.67559689350594,0
88,79,64,26.368507026151796,81.88524685957191,6.5310257979822195,173.83622515040304,0
109,73,89,25.988360297037296,87.67869174263369,5.944120868393997,152.01039396482483,0
73,73,59,22.362876226135022,68.27159559286656,5.551224677357891,268.06899039024063,0
59,45,45,29.593982624179638,73.4921952735162,6.553421113910362,159.8049236346578,0
94,65,85,22.465005864400656,78.59098320598247,6.123985694933614,201.88806712525414,0
99,62,36,22.864246107625465,67.10352927934156,6.46489746367618,232.24808755896362,0
64,77,50,22.522578792860237,72.56379957222484,5.520315581924102,259.62314474710945,0
107,50,98,28.541746014740745,65.94292898279221,6.13066050914322,219.58987300325043,0
61,70,62,23.512468287349346,66.75950789853705,5.501933322680596,277.5924086761707,0
82,46,53,23.147688718692173,85.80419080048304,6.445628606416967,160.15025428500024,0
98,46,99,24.261470515899408,85.40756184265679,5.857261093940951,171.1439441282654,0
71,77,86,28.690223373291083,73.86886683001822,5.8235310831690175,247.64602007264313,0
89,67,89,25.559733737948527,89.34185453920585,6.587979432736012,224.58838954720323,0
81,36,50,23.64706353432296,69.90645194614493,6.51350301137727,227.90787892559058,0
63,56,69,31.84989656140875,83.16037428929971,5.054334842451119,159.7806886890738,0
52,37,73,27.387017979527144,74.9343752410287,5.210947399913261,248.51701570864412,0
99,72,48,26.410721582507836,65.86827819133545,5.373446591546083,164.10541566513996,0
90,65,84,28.426746576724234,65.87522437760757,6.7939158608470684,228.02857848773317,0
109,49,99,29.932613504382545,69.5028503120258,6.714358513997506,285.92148821486495,0
89,67,62,27.98112629369018,61.00150805359144,5.72738624951228,259.89528520512494,0
97,72,33,29.985932723827514,89.03267631310166,6.713747872150188,167.64659822389876,0
60,75,45,31.884159894120764,74.56076949479662,5.244867796717882,258.7778322041086,0
83,33,57,30.81927758304644,72.82469063761846,5.3244668115649585,151.89112799636385,0
74,32,97,29.193536223691588,86.70774159053406,5.158813169286059,259.72447355105436,0
110,57,38,30.19063513861656,76.22381264956633,6.420485597246623,197.15251697756224,0
60,31,76,28.51667918706426,69.42182384978196,5.508643962356634,272.8882657307192,0
79,55,50,23.129432084111734,62.615384034954936,6.438154894707711,213.01780917715874,0
83,70,80,26.503509789054128,82.4647901088992,6.302295169763348,243.13928512176466,0
71,46,98,30.061958810037908,85.31211979220173,5.50794974914405,154.66733998760364,0
65,63,95,25.149195886129675,60.114514023730415,6.363338964803241,175.0698017206832,0
69,30,92,25.403800926666747,85.99159542754026,5.431059737582664,204.05667298955214,0
70,64,86,25.039464012407237,79.5948837159385,6.876609636896966,280.68067233945783,0
88,38,35,28.70732311905834,76.8132189294132,5.221978938426962,217.05833157096382,0
87,43,91,25.804005489704096,89.30400985531978,5.221441186652632,213.3822642467917,0
74,69,43,31.180765521991507,68.40111988651468,6.716683353598242,193.83273456928467,0
100,32,71,28.993153751262035,85.183827285023,6.963597386521255,243.20167458802945,0
68,76,43,24.18443182883307,63.60741679535027,5.136681871064521,189.49736756298,0
58,62,81,25.012652607600003,77.95072452893277,5.594475615417235,194.9878667260477,0
90,33,97,30.772394571622005,86.31785288478538,5.6608160077515475,201.0608765024347,0
104,45,91,29.945782787001903,61.0401080017945,6.165613670166979,299.31562742869653,0
